age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
28,unemployed,single,tertiary,0,0,1,0,unknown,may,125,2,0,0,unknown,0
23,blue-collar,married,secondary,0,94,1,0,unknown,may,193,1,0,0,unknown,0
32,technician,single,secondary,0,0,1,0,unknown,may,136,1,0,0,unknown,0
43,services,single,unknown,0,0,0,0,unknown,may,73,1,0,0,unknown,0
32,blue-collar,married,secondary,0,517,1,0,unknown,may,528,1,0,0,unknown,0
46,blue-collar,married,secondary,0,265,1,0,unknown,may,541,1,0,0,unknown,0
53,housemaid,divorced,primary,0,947,1,0,unknown,may,163,1,0,0,unknown,0
34,self-employed,single,secondary,0,3,1,0,unknown,may,301,1,0,0,unknown,0
57,unemployed,married,tertiary,0,42,0,0,unknown,may,46,1,0,0,unknown,0
37,blue-collar,married,secondary,0,37,1,0,unknown,may,204,1,0,0,unknown,0
59,blue-collar,married,secondary,0,57,1,0,unknown,may,98,1,0,0,unknown,0
33,services,married,secondary,0,22,1,0,unknown,may,71,1,0,0,unknown,0
56,blue-collar,divorced,primary,0,8,1,0,unknown,may,157,2,0,0,unknown,0
48,unemployed,married,secondary,0,293,1,0,unknown,may,243,1,0,0,unknown,0
43,services,married,primary,0,3,1,0,unknown,may,186,2,0,0,unknown,0
54,blue-collar,married,primary,0,348,1,0,unknown,may,579,2,0,0,unknown,0
51,blue-collar,married,unknown,0,-19,1,0,unknown,may,163,2,0,0,unknown,0
26,student,single,secondary,0,0,1,0,unknown,may,610,2,0,0,unknown,0
40,management,married,tertiary,0,-4,1,0,unknown,may,2033,1,0,0,unknown,0
39,management,married,secondary,0,18,1,0,unknown,may,85,1,0,0,unknown,0
50,technician,married,primary,0,139,0,0,unknown,may,114,2,0,0,unknown,0
41,services,married,secondary,0,0,1,0,unknown,may,114,2,0,0,unknown,0
51,blue-collar,married,unknown,0,1883,1,0,unknown,may,57,1,0,0,unknown,0
60,retired,divorced,secondary,0,216,1,0,unknown,may,238,1,0,0,unknown,0
52,blue-collar,married,secondary,0,782,1,0,unknown,may,93,3,0,0,unknown,0
48,blue-collar,married,secondary,0,904,1,0,unknown,may,128,2,0,0,unknown,0
48,services,married,unknown,0,1705,1,0,unknown,may,107,1,0,0,unknown,0
39,technician,single,tertiary,0,47,1,0,unknown,may,181,1,0,0,unknown,0
47,services,single,secondary,0,176,1,0,unknown,may,303,2,0,0,unknown,0
40,blue-collar,married,secondary,0,1225,1,0,unknown,may,558,5,0,0,unknown,0
45,technician,married,secondary,0,86,1,0,unknown,may,270,1,0,0,unknown,0
26,admin.,single,secondary,0,82,1,0,unknown,may,228,1,0,0,unknown,0
52,management,married,tertiary,0,271,1,0,unknown,may,99,1,0,0,unknown,0
54,technician,married,secondary,0,1378,1,0,unknown,may,240,1,0,0,unknown,0
54,admin.,married,tertiary,0,184,0,0,unknown,may,673,2,0,0,unknown,1
50,blue-collar,married,primary,0,0,0,0,unknown,may,233,3,0,0,unknown,0
35,blue-collar,married,secondary,0,0,1,0,unknown,may,1056,1,0,0,unknown,0
44,services,married,secondary,0,1357,1,1,unknown,may,250,1,0,0,unknown,0
53,entrepreneur,married,unknown,0,19,1,0,unknown,may,252,1,0,0,unknown,0
35,retired,single,primary,0,434,0,0,unknown,may,138,1,0,0,unknown,0
60,admin.,divorced,secondary,0,92,1,0,unknown,may,130,1,0,0,unknown,0
53,admin.,divorced,secondary,0,1151,1,0,unknown,may,412,1,0,0,unknown,0
48,unemployed,married,secondary,0,41,1,0,unknown,may,179,2,0,0,unknown,0
34,technician,married,secondary,0,51,1,0,unknown,may,19,2,0,0,unknown,0
54,services,married,secondary,0,214,1,0,unknown,may,458,2,0,0,unknown,0
51,management,married,secondary,0,1161,1,0,unknown,may,717,1,0,0,unknown,0
31,services,married,tertiary,0,37,1,0,unknown,may,313,1,0,0,unknown,0
35,technician,divorced,secondary,0,787,1,0,unknown,may,683,2,0,0,unknown,0
35,services,married,secondary,0,59,1,0,unknown,may,1077,1,0,0,unknown,0
38,technician,married,secondary,0,253,1,0,unknown,may,416,1,0,0,unknown,0
36,admin.,married,tertiary,0,211,1,0,unknown,may,146,2,0,0,unknown,0
58,retired,married,primary,0,235,1,0,unknown,may,167,1,0,0,unknown,0
40,services,divorced,unknown,0,4384,1,0,unknown,may,315,1,0,0,unknown,0
54,management,married,secondary,0,4080,0,0,unknown,may,140,1,0,0,unknown,0
34,blue-collar,single,secondary,0,53,1,1,unknown,may,346,1,0,0,unknown,0
31,management,single,tertiary,0,0,1,0,unknown,may,562,1,0,0,unknown,0
51,retired,married,secondary,0,2127,1,0,unknown,may,172,1,0,0,unknown,0
33,management,married,tertiary,0,377,1,0,unknown,may,217,1,0,0,unknown,0
55,management,married,tertiary,0,73,1,0,unknown,may,142,2,0,0,unknown,0
42,admin.,married,secondary,0,445,1,0,unknown,may,67,1,0,0,unknown,0
34,blue-collar,married,secondary,0,243,1,0,unknown,may,291,1,0,0,unknown,0
33,blue-collar,single,secondary,0,307,1,0,unknown,may,309,2,0,0,unknown,0
38,services,married,secondary,0,155,1,0,unknown,may,248,1,0,0,unknown,0
50,technician,divorced,tertiary,0,173,0,1,unknown,may,98,1,0,0,unknown,0
43,management,married,tertiary,0,400,1,0,unknown,may,256,1,0,0,unknown,0
61,blue-collar,divorced,primary,0,1428,1,0,unknown,may,82,2,0,0,unknown,0
47,admin.,married,secondary,0,219,1,0,unknown,may,577,1,0,0,unknown,0
48,self-employed,married,tertiary,0,7,1,0,unknown,may,286,1,0,0,unknown,0
44,blue-collar,married,secondary,0,575,1,0,unknown,may,477,1,0,0,unknown,0
35,student,single,unknown,0,298,1,0,unknown,may,611,2,0,0,unknown,0
35,services,married,secondary,0,0,1,0,unknown,may,471,1,0,0,unknown,0
50,services,married,secondary,0,5699,1,0,unknown,may,381,2,0,0,unknown,0
41,management,married,tertiary,0,176,1,1,unknown,may,42,1,0,0,unknown,0
41,management,married,tertiary,0,517,1,0,unknown,may,251,1,0,0,unknown,0
39,services,single,unknown,0,257,1,0,unknown,may,408,1,0,0,unknown,0
42,retired,married,secondary,0,56,1,0,unknown,may,215,1,0,0,unknown,0
38,blue-collar,married,secondary,0,-390,1,0,unknown,may,287,1,0,0,unknown,0
53,retired,married,secondary,0,330,1,0,unknown,may,216,2,0,0,unknown,0
59,housemaid,divorced,primary,0,195,0,0,unknown,may,366,2,0,0,unknown,0
36,services,married,secondary,0,301,1,0,unknown,may,210,1,0,0,unknown,0
54,blue-collar,married,primary,0,-41,1,0,unknown,may,288,1,0,0,unknown,0
40,technician,married,tertiary,0,483,1,0,unknown,may,168,1,0,0,unknown,0
47,unknown,married,unknown,0,28,0,0,unknown,may,338,2,0,0,unknown,0
53,unemployed,married,unknown,0,13,0,0,unknown,may,410,3,0,0,unknown,0
46,housemaid,married,primary,0,965,0,0,unknown,may,177,1,0,0,unknown,0
39,management,married,tertiary,0,378,1,1,unknown,may,127,2,0,0,unknown,0
40,unemployed,married,secondary,0,219,1,0,unknown,may,357,1,0,0,unknown,0
28,blue-collar,married,primary,0,324,1,0,unknown,may,175,1,0,0,unknown,0
35,entrepreneur,divorced,secondary,0,-69,1,0,unknown,may,300,1,0,0,unknown,0
55,retired,married,secondary,0,0,0,1,unknown,may,136,1,0,0,unknown,0
43,technician,divorced,unknown,0,205,1,0,unknown,may,1419,1,0,0,unknown,0
48,blue-collar,married,primary,0,278,1,0,unknown,may,125,2,0,0,unknown,0
58,management,married,unknown,0,1065,1,0,unknown,may,213,3,0,0,unknown,0
33,management,single,tertiary,0,34,1,0,unknown,may,27,1,0,0,unknown,0
36,blue-collar,married,unknown,0,1033,0,0,unknown,may,238,2,0,0,unknown,0
53,services,divorced,secondary,0,1467,1,0,unknown,may,124,1,0,0,unknown,0
47,blue-collar,married,primary,0,-12,1,0,unknown,may,18,1,0,0,unknown,0
31,services,married,secondary,0,388,1,0,unknown,may,730,2,0,0,unknown,0
57,entrepreneur,married,secondary,0,294,1,0,unknown,may,746,2,0,0,unknown,0
53,blue-collar,married,unknown,0,1827,0,0,unknown,may,121,1,0,0,unknown,0
55,blue-collar,married,primary,0,627,1,0,unknown,may,247,1,0,0,unknown,0
45,blue-collar,married,primary,0,25,1,0,unknown,may,40,1,0,0,unknown,0
53,admin.,divorced,secondary,0,315,1,0,unknown,may,181,2,0,0,unknown,0
37,blue-collar,married,primary,0,0,1,0,unknown,may,79,1,0,0,unknown,0
44,admin.,divorced,secondary,0,66,1,0,unknown,may,206,1,0,0,unknown,0
49,blue-collar,divorced,primary,0,-9,1,1,unknown,may,389,1,0,0,unknown,0
46,technician,married,secondary,0,349,1,1,unknown,may,127,1,0,0,unknown,0
43,entrepreneur,married,unknown,0,100,1,0,unknown,may,702,1,0,0,unknown,0
38,admin.,married,secondary,0,0,0,0,unknown,may,151,1,0,0,unknown,0
43,technician,married,secondary,0,434,1,0,unknown,may,117,1,0,0,unknown,0
49,management,married,tertiary,0,3237,1,0,unknown,may,232,3,0,0,unknown,0
42,management,married,unknown,0,275,0,0,unknown,may,408,2,0,0,unknown,0
22,blue-collar,single,secondary,0,0,1,0,unknown,may,179,2,0,0,unknown,0
40,management,married,tertiary,0,207,1,0,unknown,may,39,1,0,0,unknown,0
39,blue-collar,married,secondary,0,483,1,0,unknown,may,282,1,0,0,unknown,0
51,services,married,secondary,0,2248,1,0,unknown,may,714,2,0,0,unknown,0
49,admin.,married,secondary,0,428,1,0,unknown,may,50,1,0,0,unknown,0
53,blue-collar,married,secondary,0,0,1,1,unknown,may,181,1,0,0,unknown,0
34,services,single,secondary,0,0,1,0,unknown,may,142,1,0,0,unknown,0
33,technician,divorced,secondary,0,140,1,0,unknown,may,227,1,0,0,unknown,0
50,management,single,tertiary,0,297,1,0,unknown,may,119,1,0,0,unknown,0
39,blue-collar,married,primary,0,279,1,0,unknown,may,361,1,0,0,unknown,0
59,entrepreneur,divorced,secondary,0,901,1,0,unknown,may,73,3,0,0,unknown,0
30,technician,single,secondary,0,2573,1,0,unknown,may,67,2,0,0,unknown,0
36,services,married,secondary,0,143,1,1,unknown,may,350,1,0,0,unknown,0
40,blue-collar,married,secondary,0,475,1,0,unknown,may,332,2,0,0,unknown,0
53,blue-collar,married,secondary,0,70,1,0,unknown,may,611,2,0,0,unknown,0
34,management,single,tertiary,0,318,1,0,unknown,may,113,2,0,0,unknown,0
37,technician,married,secondary,0,275,1,0,unknown,may,132,1,0,0,unknown,0
42,management,divorced,tertiary,0,742,1,0,unknown,may,58,3,0,0,unknown,0
41,entrepreneur,married,primary,0,236,1,0,unknown,may,151,1,0,0,unknown,0
30,student,single,tertiary,0,25,1,0,unknown,may,89,2,0,0,unknown,0
37,management,single,tertiary,0,600,1,0,unknown,may,152,1,0,0,unknown,0
39,admin.,divorced,secondary,0,-349,1,0,unknown,may,611,2,0,0,unknown,0
41,blue-collar,married,primary,0,183,1,1,unknown,may,110,2,0,0,unknown,0
40,blue-collar,married,primary,0,0,1,0,unknown,may,463,1,0,0,unknown,0
42,management,single,tertiary,0,0,1,1,unknown,may,562,2,0,0,unknown,1
40,blue-collar,divorced,primary,0,0,1,0,unknown,may,962,1,0,0,unknown,0
57,technician,married,secondary,0,1078,1,0,unknown,may,10,4,0,0,unknown,0
56,entrepreneur,divorced,secondary,0,155,0,0,unknown,may,118,3,0,0,unknown,0
37,admin.,married,secondary,0,190,1,0,unknown,may,92,2,0,0,unknown,0
59,retired,married,secondary,0,319,1,0,unknown,may,143,3,0,0,unknown,0
39,services,divorced,secondary,0,-185,1,0,unknown,may,189,3,0,0,unknown,0
49,services,married,secondary,0,47,0,0,unknown,may,234,2,0,0,unknown,0
38,services,single,secondary,0,570,1,0,unknown,may,75,2,0,0,unknown,0
36,self-employed,married,tertiary,0,19,0,0,unknown,may,189,2,0,0,unknown,0
50,blue-collar,married,primary,0,61,1,0,unknown,may,621,3,0,0,unknown,0
41,admin.,married,secondary,0,-62,1,1,unknown,may,55,2,0,0,unknown,0
54,technician,married,tertiary,0,258,0,0,unknown,may,310,4,0,0,unknown,0
58,blue-collar,married,primary,0,76,1,0,unknown,may,156,2,0,0,unknown,0
30,blue-collar,single,secondary,0,0,1,0,unknown,may,5,2,0,0,unknown,0
33,admin.,single,secondary,0,352,1,0,unknown,may,225,2,0,0,unknown,0
47,admin.,married,secondary,0,368,1,0,unknown,may,125,2,0,0,unknown,0
50,technician,single,tertiary,0,339,1,0,unknown,may,2,3,0,0,unknown,0
32,blue-collar,married,secondary,0,1331,1,0,unknown,may,286,2,0,0,unknown,0
40,self-employed,married,secondary,0,672,1,0,unknown,may,164,2,0,0,unknown,0
37,management,married,tertiary,0,58,1,0,unknown,may,98,2,0,0,unknown,0
54,technician,single,unknown,0,447,1,0,unknown,may,742,2,0,0,unknown,0
24,student,single,secondary,0,423,1,0,unknown,may,226,3,0,0,unknown,0
54,management,married,tertiary,0,0,0,0,unknown,may,120,2,0,0,unknown,0
34,technician,married,secondary,0,19,1,0,unknown,may,362,4,0,0,unknown,0
56,technician,divorced,primary,0,13,1,0,unknown,may,357,2,0,0,unknown,0
31,blue-collar,single,secondary,0,3,1,0,unknown,may,200,2,0,0,unknown,0
24,student,single,secondary,0,82,1,0,unknown,may,204,2,0,0,unknown,0
42,blue-collar,divorced,primary,0,28,1,0,unknown,may,126,3,0,0,unknown,0
57,technician,married,secondary,0,792,1,0,unknown,may,65,2,0,0,unknown,0
42,blue-collar,married,unknown,0,408,1,0,unknown,may,107,2,0,0,unknown,0
51,admin.,married,secondary,0,531,1,0,unknown,may,267,2,0,0,unknown,0
57,retired,married,secondary,0,211,1,0,unknown,may,248,2,0,0,unknown,0
36,services,single,secondary,0,62,1,0,unknown,may,215,2,0,0,unknown,0
53,services,married,unknown,0,257,1,0,unknown,may,209,2,0,0,unknown,0
50,technician,married,secondary,0,1234,1,0,unknown,may,205,2,0,0,unknown,0
54,management,married,tertiary,0,313,1,0,unknown,may,83,2,0,0,unknown,0
55,blue-collar,married,secondary,0,89,1,0,unknown,may,106,3,0,0,unknown,0
44,blue-collar,married,secondary,0,129,1,1,unknown,may,189,2,0,0,unknown,0
43,management,married,unknown,0,0,1,0,unknown,may,105,2,0,0,unknown,0
56,admin.,married,secondary,0,353,1,0,unknown,may,106,2,0,0,unknown,0
54,technician,married,unknown,0,851,1,0,unknown,may,108,2,0,0,unknown,0
55,services,divorced,primary,0,96,1,1,unknown,may,311,2,0,0,unknown,0
37,services,divorced,secondary,0,398,1,1,unknown,may,214,2,0,0,unknown,0
33,admin.,single,tertiary,0,193,0,0,unknown,may,132,2,0,0,unknown,0
46,admin.,married,secondary,0,-358,1,0,unknown,may,358,2,0,0,unknown,0
36,blue-collar,married,secondary,0,539,1,1,unknown,may,453,2,0,0,unknown,0
51,technician,single,secondary,0,0,1,0,unknown,may,364,2,0,0,unknown,0
40,retired,single,primary,0,0,0,0,unknown,may,136,2,0,0,unknown,0
42,blue-collar,married,secondary,0,490,1,0,unknown,may,386,2,0,0,unknown,0
51,blue-collar,married,secondary,0,0,1,0,unknown,may,173,2,0,0,unknown,0
49,blue-collar,married,unknown,0,403,1,0,unknown,may,241,2,0,0,unknown,0
48,management,married,secondary,0,161,1,0,unknown,may,224,3,0,0,unknown,0
32,technician,divorced,tertiary,0,2558,0,0,unknown,may,148,2,0,0,unknown,0
31,admin.,single,secondary,0,98,1,0,unknown,may,196,2,0,0,unknown,0
55,management,single,tertiary,0,115,0,0,unknown,may,111,4,0,0,unknown,0
40,blue-collar,single,secondary,0,436,1,0,unknown,may,231,3,0,0,unknown,0
47,technician,married,tertiary,0,831,1,0,unknown,may,316,3,0,0,unknown,0
57,technician,married,unknown,0,206,1,0,unknown,may,216,3,0,0,unknown,0
41,blue-collar,married,secondary,0,290,1,0,unknown,may,240,2,0,0,unknown,0
48,blue-collar,married,secondary,0,1,0,0,unknown,may,669,3,0,0,unknown,0
42,blue-collar,married,unknown,0,57,1,0,unknown,may,425,2,0,0,unknown,0
30,blue-collar,single,secondary,0,-457,1,0,unknown,may,143,2,0,0,unknown,0
58,management,single,tertiary,0,1387,1,0,unknown,may,174,5,0,0,unknown,0
45,management,divorced,tertiary,0,24598,1,0,unknown,may,313,3,0,0,unknown,0
49,blue-collar,married,secondary,0,30,1,0,unknown,may,135,4,0,0,unknown,0
42,admin.,single,secondary,0,1022,1,0,unknown,may,146,2,0,0,unknown,0
53,technician,married,secondary,0,56,1,1,unknown,may,152,2,0,0,unknown,0
51,admin.,single,secondary,1,-2,0,0,unknown,may,402,3,0,0,unknown,0
32,services,single,secondary,0,121,1,0,unknown,may,213,2,0,0,unknown,0
41,blue-collar,single,secondary,0,842,1,0,unknown,may,144,3,0,0,unknown,0
43,management,divorced,secondary,0,693,1,0,unknown,may,124,3,0,0,unknown,0
40,blue-collar,divorced,secondary,0,-333,1,0,unknown,may,183,2,0,0,unknown,0
50,blue-collar,married,primary,0,1533,1,0,unknown,may,325,2,0,0,unknown,0
